Positive,Negative,Game_name,Positive_Rate,Link
436,38,Screencheat,0.92,https://store.steampowered.com/app/301970/Screencheat/
45078,6736,Space Engineers,0.87,https://store.steampowered.com/app/244850/Space_Engineers/
139,16,Ideology in Friction,0.9,https://store.steampowered.com/app/1011940/Ideology_in_Friction/
79774,4199,Sid Meiers Civilization V,0.95,https://store.steampowered.com/app/8930/Sid_Meiers_Civilization_V/
4696,2013,Pathfinder Kingmaker,0.7,https://store.steampowered.com/app/640820/Pathfinder_Kingmaker/
43433,2773,Age of Empires II HD,0.94,https://store.steampowered.com/app/221380/Age_of_Empires_II_HD/
1519,227,Blade and Sorcery,0.87,https://store.steampowered.com/app/629730/Blade_and_Sorcery/
14027,1056,Borderlands Game of the Year,0.93,https://store.steampowered.com/app/8980/Borderlands_Game_of_the_Year/
10462,2951,Raft,0.78,https://store.steampowered.com/app/648800/Raft/
37878,774,Factorio,0.98,https://store.steampowered.com/app/427520/Factorio/
17524,5842,Total War WARHAMMER,0.75,https://store.steampowered.com/app/364360/Total_War_WARHAMMER/
12546,523,Crypt of the NecroDancer,0.96,https://store.steampowered.com/app/247080/Crypt_of_the_NecroDancer/
294874,15520,Garrys Mod,0.95,https://store.steampowered.com/app/4000/Garrys_Mod/
74826,15327,Brawlhalla,0.83,https://store.steampowered.com/app/291550/Brawlhalla/
1709,428,The Elder Scrolls V Skyrim VR,0.8,https://store.steampowered.com/app/611670/The_Elder_Scrolls_V_Skyrim_VR/
596,132,Void Bastards,0.82,https://store.steampowered.com/app/857980/Void_Bastards/
10128,4137,World of Warships,0.71,https://store.steampowered.com/app/552990/World_of_Warships/
336,22,Coming Out on Top,0.94,https://store.steampowered.com/app/642090/Coming_Out_on_Top/
21099,7414,Tom Clancys Ghost Recon Wildlands,0.74,https://store.steampowered.com/app/460930/Tom_Clancys_Ghost_Recon_Wildlands/
4920,1554,Farming Simulator 19,0.76,https://store.steampowered.com/app/787860/Farming_Simulator_19/
67219,2801,Dont Starve Together,0.96,https://store.steampowered.com/app/322330/Dont_Starve_Together/
18941,2105,Crusader Kings II,0.9,https://store.steampowered.com/app/203770/Crusader_Kings_II/
16977,7628,Conan Exiles,0.69,https://store.steampowered.com/app/440900/Conan_Exiles/
433,138,Barotrauma,0.76,https://store.steampowered.com/app/602960/Barotrauma/
4404,383,Totally Accurate Battle Simulator,0.92,https://store.steampowered.com/app/508440/Totally_Accurate_Battle_Simulator/
15348,8634,Call of Duty Black Ops III,0.64,https://store.steampowered.com/app/311210/Call_of_Duty_Black_Ops_III/
6424,2887,Wolfenstein II The New Colossus,0.69,https://store.steampowered.com/app/612880/Wolfenstein_II_The_New_Colossus/
20358,7154,Kingdom Come Deliverance,0.74,https://store.steampowered.com/app/379430/Kingdom_Come_Deliverance/
7608,2536,Star Trek Online,0.75,https://store.steampowered.com/app/9900/Star_Trek_Online/
93467,8128,The Forest,0.92,https://store.steampowered.com/app/242760/The_Forest/
18059,2699,Planet Coaster,0.87,https://store.steampowered.com/app/493340/Planet_Coaster/
3781,888,Overcooked 2,0.81,https://store.steampowered.com/app/728880/Overcooked_2/
11419,2855,Dishonored 2,0.8,https://store.steampowered.com/app/403640/Dishonored_2/
17055,5685,Warhammer Vermintide 2,0.75,https://store.steampowered.com/app/552500/Warhammer_Vermintide_2/
4036,2806,Mortal Kombat11,0.59,https://store.steampowered.com/app/976310/Mortal_Kombat11/
17856,3658,Squad,0.83,https://store.steampowered.com/app/393380/Squad/
193215,8051,Terraria,0.96,https://store.steampowered.com/app/105600/Terraria/
880,294,Cooking Simulator,0.75,https://store.steampowered.com/app/641320/Cooking_Simulator/
40103,4456,Kerbal Space Program,0.9,https://store.steampowered.com/app/220200/Kerbal_Space_Program/
26303,4282,Hearts of Iron IV,0.86,https://store.steampowered.com/app/394360/Hearts_of_Iron_IV/
17496,4104,Assassins Creed Odyssey,0.81,https://store.steampowered.com/app/812140/Assassins_Creed_Odyssey/
3313,103,Touhou Luna Nights,0.97,https://store.steampowered.com/app/851100/Touhou_Luna_Nights/
34818,9256,SMITE,0.79,https://store.steampowered.com/app/386360/SMITE/
30801,953,RimWorld,0.97,https://store.steampowered.com/app/294100/RimWorld/
100348,4182,Stardew Valley,0.96,https://store.steampowered.com/app/413150/Stardew_Valley/
116597,52385,ARK Survival Evolved,0.69,https://store.steampowered.com/app/346110/ARK_Survival_Evolved/
17765,3136,DARK SOULS II Scholar of the First Sin,0.85,https://store.steampowered.com/app/335300/DARK_SOULS_II_Scholar_of_the_First_Sin/
16970,5360,Hunt Showdown,0.76,https://store.steampowered.com/app/594650/Hunt_Showdown/
330,117,OCTOPATH TRAVELER,0.74,https://store.steampowered.com/app/921570/OCTOPATH_TRAVELER/
72717,8988,Arma 3,0.89,https://store.steampowered.com/app/107410/Arma_3/
42180,19850,MONSTER HUNTER WORLD,0.68,https://store.steampowered.com/app/582010/MONSTER_HUNTER_WORLD/
16162,2632,Sekiro Shadows Die Twice,0.86,https://store.steampowered.com/app/814380/Sekiro_Shadows_Die_Twice/
671,28,SpaceEngine,0.96,https://store.steampowered.com/app/314650/SpaceEngine/
38907,2484,Divinity Original Sin 2  Definitive Edition,0.94,https://store.steampowered.com/app/435150/Divinity_Original_Sin_2__Definitive_Edition/
15333,979,Risk of Rain 2,0.94,https://store.steampowered.com/app/632360/Risk_of_Rain_2/
514715,38743,Team Fortress 2,0.93,https://store.steampowered.com/app/440/Team_Fortress_2/
6913,1950,House Flipper,0.78,https://store.steampowered.com/app/613100/House_Flipper/
338,51,Trover Saves the Universe,0.87,https://store.steampowered.com/app/1051200/Trover_Saves_the_Universe/
11185,842,Beat Saber,0.93,https://store.steampowered.com/app/620980/Beat_Saber/
83878,23659,War Thunder,0.78,https://store.steampowered.com/app/236390/War_Thunder/
105253,33239,Dead by Daylight,0.76,https://store.steampowered.com/app/381210/Dead_by_Daylight/
57005,4957,Dying Light,0.92,https://store.steampowered.com/app/239140/Dying_Light/
10748,2688,Borderlands The PreSequel,0.8,https://store.steampowered.com/app/261640/Borderlands_The_PreSequel/
5120,3864,BATTALION 1944,0.57,https://store.steampowered.com/app/489940/BATTALION_1944/
50301,4975,Cities Skylines,0.91,https://store.steampowered.com/app/255710/Cities_Skylines/
26144,7810,Stellaris,0.77,https://store.steampowered.com/app/281990/Stellaris/
19482,1695,American Truck Simulator,0.92,https://store.steampowered.com/app/270880/American_Truck_Simulator/
25547,12583,Sid Meiers Civilization VI,0.67,https://store.steampowered.com/app/289070/Sid_Meiers_Civilization_VI/
6878,3388,DARK SOULS REMASTERED,0.67,https://store.steampowered.com/app/570940/DARK_SOULS_REMASTERED/
13015,2297,Total War WARHAMMER II,0.85,https://store.steampowered.com/app/594570/Total_War_WARHAMMER_II/
990,385,Hell Let Loose,0.72,https://store.steampowered.com/app/686810/Hell_Let_Loose/
9224,5189,Black Desert Online,0.64,https://store.steampowered.com/app/582660/Black_Desert_Online/
11987,2456,The Elder Scrolls V Skyrim Special Edition,0.83,https://store.steampowered.com/app/489830/The_Elder_Scrolls_V_Skyrim_Special_Edition/
63270,27117,Fallout 4,0.7,https://store.steampowered.com/app/377160/Fallout_4/
165448,41363,Rust,0.8,https://store.steampowered.com/app/252490/Rust/
285394,122312,Grand Theft Auto V,0.7,https://store.steampowered.com/app/271590/Grand_Theft_Auto_V/
227790,22529,Warframe,0.91,https://store.steampowered.com/app/230410/Warframe/
13232,4895,MORDHAU,0.73,https://store.steampowered.com/app/629760/MORDHAU/
183851,5687,The Witcher 3 Wild Hunt,0.97,https://store.steampowered.com/app/292030/The_Witcher_3_Wild_Hunt/
11538,2364,Total War THREE KINGDOMS,0.83,https://store.steampowered.com/app/779340/Total_War_THREE_KINGDOMS/
171330,16945,Rocket League,0.91,https://store.steampowered.com/app/252950/Rocket_League/
8841,2075,FINAL FANTASY XIV Online,0.81,https://store.steampowered.com/app/39210/FINAL_FANTASY_XIV_Online/
91701,3821,Borderlands 2,0.96,https://store.steampowered.com/app/49520/Borderlands_2/
65453,7273,DARK SOULS III,0.9,https://store.steampowered.com/app/374320/DARK_SOULS_III/
201438,47251,Tom Clancys Rainbow Six Siege,0.81,https://store.steampowered.com/app/359550/Tom_Clancys_Rainbow_Six_Siege/
71853,7107,Path of Exile,0.91,https://store.steampowered.com/app/238960/Path_of_Exile/
863277,152344,Dota 2,0.85,https://store.steampowered.com/app/570/Dota_2/
27964,8832,The Elder Scrolls Online,0.76,https://store.steampowered.com/app/306130/The_Elder_Scrolls_Online/
2661031,433192,CounterStrike Global Offensive,0.86,https://store.steampowered.com/app/730/CounterStrike_Global_Offensive/
8580,548,STALKER Shadow of Chernobyl,0.94,https://store.steampowered.com/app/4500/STALKER_Shadow_of_Chernobyl/
1290,554,Feed and Grow Fish,0.7,https://store.steampowered.com/app/429050/Feed_and_Grow_Fish/
12840,536,Plants vs Zombies GOTY Edition,0.96,https://store.steampowered.com/app/3590/Plants_vs_Zombies_GOTY_Edition/
35402,7772,Chivalry Medieval Warfare,0.82,https://store.steampowered.com/app/219640/Chivalry_Medieval_Warfare/
11429,2342,Day of Infamy,0.83,https://store.steampowered.com/app/447820/Day_of_Infamy/
712,320,Virtual Desktop,0.69,https://store.steampowered.com/app/382110/Virtual_Desktop/
1296,285,Cold Waters,0.82,https://store.steampowered.com/app/541210/Cold_Waters/
4364,653,Five Nights at Freddys 3,0.87,https://store.steampowered.com/app/354140/Five_Nights_at_Freddys_3/
13166,6196,Miscreated,0.68,https://store.steampowered.com/app/299740/Miscreated/
2782,116,Crawl,0.96,https://store.steampowered.com/app/293780/Crawl/
2085,589,Sword Art Online Hollow Realization Deluxe Edition,0.78,https://store.steampowered.com/app/607890/Sword_Art_Online_Hollow_Realization_Deluxe_Edition/
128,53,Alchemists Awakening,0.71,https://store.steampowered.com/app/431450/Alchemists_Awakening/
2978,5071,Imperator Rome,0.37,https://store.steampowered.com/app/859580/Imperator_Rome/
16921,524,The Wolf Among Us,0.97,https://store.steampowered.com/app/250320/The_Wolf_Among_Us/
1043,367,CHRONO TRIGGER,0.74,https://store.steampowered.com/app/613830/CHRONO_TRIGGER/
144,34,Iron Marines,0.81,https://store.steampowered.com/app/931280/Iron_Marines/
163,29,The Wizards  Enhanced Edition,0.85,https://store.steampowered.com/app/586950/The_Wizards__Enhanced_Edition/
207,108,Abandon Ship,0.66,https://store.steampowered.com/app/551860/Abandon_Ship/
3106,234,Heat Signature,0.93,https://store.steampowered.com/app/268130/Heat_Signature/
540,127,MY HERO ONES JUSTICE,0.81,https://store.steampowered.com/app/748360/MY_HERO_ONES_JUSTICE/
968,242,Puzzle Pirates,0.8,https://store.steampowered.com/app/99910/Puzzle_Pirates/
14,2,Project Arrhythmia,0.93,https://store.steampowered.com/app/440310/Project_Arrhythmia/
1422,379,Puyo PuyoTetris,0.79,https://store.steampowered.com/app/546050/Puyo_PuyoTetris/
6099,2033,SoulWorker  Anime Action MMO,0.75,https://store.steampowered.com/app/630100/SoulWorker__Anime_Action_MMO/
808,216,Pinball FX3,0.79,https://store.steampowered.com/app/442120/Pinball_FX3/
506,69,Katamari Damacy REROLL,0.88,https://store.steampowered.com/app/848350/Katamari_Damacy_REROLL/
228,44,SUPER DRAGON BALL HEROES WORLD MISSION,0.84,https://store.steampowered.com/app/798510/SUPER_DRAGON_BALL_HEROES_WORLD_MISSION/
1050,200,Ultimate Fishing Simulator,0.84,https://store.steampowered.com/app/468920/Ultimate_Fishing_Simulator/
1303,267,WARRIORS OROCHI 4  OROCHI,0.83,https://store.steampowered.com/app/831560/WARRIORS_OROCHI_4__OROCHI/
5596,1488,Foxhole,0.79,https://store.steampowered.com/app/505460/Foxhole/
211,35,Drawful 2,0.86,https://store.steampowered.com/app/442070/Drawful_2/
7220,224,NEKOPARA Vol 2,0.97,https://store.steampowered.com/app/420110/NEKOPARA_Vol_2/
5833,2383,Youtubers Life,0.71,https://store.steampowered.com/app/428690/Youtubers_Life/
13964,7195,Watch Dogs,0.66,https://store.steampowered.com/app/243470/Watch_Dogs/
3343,252,Distance,0.93,https://store.steampowered.com/app/233610/Distance/
38374,18901,Tom Clancys The Division,0.67,https://store.steampowered.com/app/365590/Tom_Clancys_The_Division/
11237,1983,LA Noire,0.85,https://store.steampowered.com/app/110800/LA_Noire/
23849,6340,Metro 2033 Redux,0.79,https://store.steampowered.com/app/286690/Metro_2033_Redux/
2087,259,Sunset Overdrive,0.89,https://store.steampowered.com/app/847370/Sunset_Overdrive/
1843,950,Gloria Victis,0.66,https://store.steampowered.com/app/327070/Gloria_Victis/
40202,5483,Far Cry 3,0.88,https://store.steampowered.com/app/220240/Far_Cry_3/
441,72,Duck Season,0.86,https://store.steampowered.com/app/503580/Duck_Season/
50,19,Pax Nova,0.73,https://store.steampowered.com/app/804850/Pax_Nova/
10345,320,OneShot,0.97,https://store.steampowered.com/app/420530/OneShot/
414,32,The Legend of Heroes Trails in the Sky the 3rd,0.93,https://store.steampowered.com/app/436670/The_Legend_of_Heroes_Trails_in_the_Sky_the_3rd/
265,109,Sailaway  The Sailing Simulator,0.71,https://store.steampowered.com/app/552920/Sailaway__The_Sailing_Simulator/
64902,7212,Insurgency,0.9,https://store.steampowered.com/app/222880/Insurgency/
274,107,Scythe Digital Edition,0.72,https://store.steampowered.com/app/718560/Scythe_Digital_Edition/
910,1113,MU Legend,0.45,https://store.steampowered.com/app/874240/MU_Legend/
1752,93,The Messenger,0.95,https://store.steampowered.com/app/764790/The_Messenger/
43,7,Havocado,0.86,https://store.steampowered.com/app/995050/Havocado/
1077,22,Aseprite,0.98,https://store.steampowered.com/app/431730/Aseprite/
308,83,Draugen,0.79,https://store.steampowered.com/app/770390/Draugen/
3661,193,Streets of Rogue,0.95,https://store.steampowered.com/app/512900/Streets_of_Rogue/
750,200,rFactor 2,0.79,https://store.steampowered.com/app/365960/rFactor_2/
743,351,Pandemic Express  Zombie Escape,0.68,https://store.steampowered.com/app/939510/Pandemic_Express__Zombie_Escape/
435,9,Hypnospace Outlaw,0.98,https://store.steampowered.com/app/844590/Hypnospace_Outlaw/
78,2,Smile For Me,0.98,https://store.steampowered.com/app/1018850/Smile_For_Me/
156,20,Undead Horde,0.89,https://store.steampowered.com/app/790850/Undead_Horde/
337,46,Rocksmith,0.88,https://store.steampowered.com/app/205190/Rocksmith/
679,36,Touhou Genso Wanderer Reloaded  TOD RELOADED  TOD RELOADED,0.95,https://store.steampowered.com/app/931500/Touhou_Genso_Wanderer_Reloaded__TOD_RELOADED__TOD_RELOADED/
34,0,Garden of the Sea,1.0,https://store.steampowered.com/app/1086850/Garden_of_the_Sea/
6586,347,LISA,0.95,https://store.steampowered.com/app/335670/LISA/
6530,2295,Assassins Creed Syndicate,0.74,https://store.steampowered.com/app/368500/Assassins_Creed_Syndicate/
182,149,Diesel Brothers Truck Building Simulator,0.55,https://store.steampowered.com/app/750050/Diesel_Brothers_Truck_Building_Simulator/
305,63,Richies Plank Experience,0.83,https://store.steampowered.com/app/517160/Richies_Plank_Experience/
11,8,Nancy Drew Danger by Design,0.63,https://store.steampowered.com/app/31800/Nancy_Drew_Danger_by_Design/
5383,533,Overcooked,0.91,https://store.steampowered.com/app/448510/Overcooked/
1267,224,Production Line  Car factory simulation,0.85,https://store.steampowered.com/app/591370/Production_Line__Car_factory_simulation/
19818,12148,APB Reloaded,0.62,https://store.steampowered.com/app/113400/APB_Reloaded/
2779,1136,AdventureQuest 3D,0.71,https://store.steampowered.com/app/429790/AdventureQuest_3D/
3015,126,Supreme Commander Forged Alliance,0.96,https://store.steampowered.com/app/9420/Supreme_Commander_Forged_Alliance/
80,35,Castlevania Anniversary Collection,0.7,https://store.steampowered.com/app/1018010/Castlevania_Anniversary_Collection/
20804,867,Mirror,0.96,https://store.steampowered.com/app/644560/Mirror/
109,28,Zanki Zero Last Beginning,0.8,https://store.steampowered.com/app/819020/Zanki_Zero_Last_Beginning/
3949,539,Victoria II,0.88,https://store.steampowered.com/app/42960/Victoria_II/
2676,1380,Ultimate Epic Battle Simulator,0.66,https://store.steampowered.com/app/616560/Ultimate_Epic_Battle_Simulator/
4519,189,Psychonauts,0.96,https://store.steampowered.com/app/3830/Psychonauts/
2661,1035,Totally Accurate Battlegrounds,0.72,https://store.steampowered.com/app/823130/Totally_Accurate_Battlegrounds/
270,90,GameMaker Studio 2 Desktop,0.75,https://store.steampowered.com/app/585410/GameMaker_Studio_2_Desktop/
4522,2033,South Park The Fractured But Whole,0.69,https://store.steampowered.com/app/488790/South_Park_The_Fractured_But_Whole/
6766,752,Call of Duty 4 Modern Warfare,0.9,https://store.steampowered.com/app/7940/Call_of_Duty_4_Modern_Warfare/
2128,237,Witch It,0.9,https://store.steampowered.com/app/559650/Witch_It/
1978,889,Shop Heroes,0.69,https://store.steampowered.com/app/506140/Shop_Heroes/
291,98,Volcanoids,0.75,https://store.steampowered.com/app/951440/Volcanoids/
3660,4298,Knight Online,0.46,https://store.steampowered.com/app/389430/Knight_Online/
3583,4381,Warhammer 40000 Dawn of War III,0.45,https://store.steampowered.com/app/285190/Warhammer_40000_Dawn_of_War_III/
386,199,XERA Survival,0.66,https://store.steampowered.com/app/625340/XERA_Survival/
5847,441,Tales of Berseria,0.93,https://store.steampowered.com/app/429660/Tales_of_Berseria/
683,76,Cliff Empire,0.9,https://store.steampowered.com/app/809140/Cliff_Empire/
10042,529,What Remains of Edith Finch,0.95,https://store.steampowered.com/app/501300/What_Remains_of_Edith_Finch/
5575,4945,Sid Meiers Civilization Beyond Earth,0.53,https://store.steampowered.com/app/65980/Sid_Meiers_Civilization_Beyond_Earth/
4599,749,Homeworld Remastered Collection,0.86,https://store.steampowered.com/app/244160/Homeworld_Remastered_Collection/
11959,1329,Magicka,0.9,https://store.steampowered.com/app/42910/Magicka/
417,118,SUNLESS SKIES,0.78,https://store.steampowered.com/app/596970/SUNLESS_SKIES/
29007,1209,Outlast,0.96,https://store.steampowered.com/app/238320/Outlast/
16442,1238,Mafia II,0.93,https://store.steampowered.com/app/50130/Mafia_II/
